Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,   Account Balance   ,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,  Transaction Amount  ,  Account Balance After Transaction  ,Branch ID,Loan ID,  Loan Amount  ,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,  Credit Limit  ,  Credit Card Balance  ,  Minimum Payment Due  ,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
2748,Michelle,Flores,64,Female,Address_2748,San Diego,19458797601,michelle.flores@kag.com,Savings," 2,727.01 ",3/16/2005,6/11/2023,2748,8/7/2023,Withdrawal,"3,796.02","6,523.03",10,2748,"17,615.73",Auto,549.00%,60,8/2/2022,Closed,2748,Visa,"6,891.73","2,310.90",115.55,10/23/2023,2/27/2023,725,2748,12/11/2023,Complaint,Resolved,9/17/2023,1
2749,Andrew,Miller,36,Other,Address_2749,Denver,19458797602,andrew.miller@kag.com,Savings," 5,273.08 ",1/11/2016,4/23/2023,2749,11/30/2023,Deposit,"2,340.12","7,613.20",23,2749,"18,183.65",Personal,124.00%,12,1/6/2022,Approved,2749,MasterCard,"3,864.51","3,485.35",174.27,7/30/2023,10/22/2023,9042,2749,12/11/2023,Praise,Resolved,11/20/2023,1
2750,Kenneth,Young,23,Other,Address_2750,Washington,19458797603,kenneth.young@kag.com,Current," 2,629.63 ",10/6/2004,3/30/2023,2750,3/6/2023,Deposit,"4,698.70","7,328.33",53,2750,"11,942.98",Mortgage,663.00%,48,11/22/2020,Closed,2750,Visa,"9,486.00","1,824.88",91.24,10/17/2023,5/19/2023,7593,2750,11/7/2023,Suggestion,Resolved,3/31/2023,1
2751,Mark,Mitchell,55,Female,Address_2751,Memphis,19458797604,mark.mitchell@kag.com,Current," 7,801.66 ",8/28/2011,1/12/2023,2751,6/8/2023,Deposit,"1,412.18","6,389.48",61,2751,"10,998.79",Auto,602.00%,12,1/9/2022,Approved,2751,Visa,"1,094.28","3,845.33",192.27,8/24/2023,11/21/2023,4528,2751,4/17/2023,Praise,Pending,3/14/2023,1
2752,Mark,Jackson,49,Male,Address_2752,Tucson,19458797605,mark.jackson@kag.com,Current," 1,404.24 ",8/20/2016,12/29/2023,2752,10/28/2023,Withdrawal,"2,485.40","-1,081.16",19,2752,"7,453.02",Personal,441.00%,12,1/27/2021,Rejected,2752,Visa,"3,260.21","1,060.82",53.04,4/30/2023,7/2/2023,361,2752,5/19/2023,Praise,Resolved,3/18/2023,1
2753,Donna,Garcia,18,Male,Address_2753,Kansas City,19458797606,donna.garcia@kag.com,Current," 5,212.60 ",4/11/2008,9/22/2023,2753,4/24/2023,Deposit,"2,061.56","7,274.16",4,2753,"45,468.22",Mortgage,516.00%,48,4/26/2021,Approved,2753,Visa,"4,718.58",467.76,23.39,2/9/2023,10/18/2023,1294,2753,11/20/2023,Suggestion,Pending,6/29/2023,1
2754,Carol,Martin,47,Female,Address_2754,Sacramento,19458797607,carol.martin@kag.com,Savings," 5,010.07 ",4/9/2015,8/20/2023,2754,3/15/2023,Transfer,"3,962.63","1,047.44",46,2754,"32,819.25",Mortgage,991.00%,60,10/20/2021,Closed,2754,MasterCard,"8,420.22","1,645.38",82.27,5/26/2023,1/27/2023,4857,2754,9/8/2023,Complaint,Pending,3/20/2023,1
2755,Charles,Clark,33,Female,Address_2755,Chicago,19458797608,charles.clark@kag.com,Savings," 1,475.03 ",12/7/2015,3/30/2023,2755,11/7/2023,Deposit,"2,682.86","4,157.89",32,2755,"15,232.93",Mortgage,251.00%,60,8/11/2020,Rejected,2755,AMEX,"6,157.17","4,343.04",217.15,8/24/2023,11/18/2023,958,2755,5/11/2023,Complaint,Pending,12/29/2023,1
2756,Carol,Nelson,44,Female,Address_2756,Denver,19458797609,carol.nelson@kag.com,Current," 9,950.38 ",10/27/2020,8/4/2023,2756,3/1/2023,Deposit,"2,304.79","7,645.59",84,2756,"13,646.63",Auto,758.00%,60,5/31/2022,Approved,2756,MasterCard,"9,053.22","3,571.11",178.56,7/19/2023,4/23/2023,6760,2756,1/3/2023,Suggestion,Resolved,6/4/2023,1
2757,Richard,Torres,35,Male,Address_2757,Jacksonville,19458797610,richard.torres@kag.com,Savings," 8,249.04 ",1/21/2022,2/18/2023,2757,9/11/2023,Withdrawal,"4,734.63","12,983.67",46,2757,"29,896.43",Mortgage,681.00%,60,6/16/2021,Approved,2757,MasterCard,"8,953.54","4,915.19",245.76,10/7/2023,8/10/2023,615,2757,4/7/2023,Praise,Resolved,9/22/2023,1
2758,Ronald,Mitchell,30,Other,Address_2758,Portland,19458797611,ronald.mitchell@kag.com,Savings," 3,926.67 ",12/1/2001,9/27/2023,2758,8/31/2023,Deposit,"1,895.94","5,822.61",62,2758,"35,163.90",Auto,697.00%,60,3/1/2020,Approved,2758,MasterCard,"9,597.86","1,649.02",82.45,4/21/2023,11/6/2023,554,2758,1/5/2023,Complaint,Pending,1/18/2023,1
2759,Kenneth,Miller,61,Other,Address_2759,Charlotte,19458797612,kenneth.miller@kag.com,Savings," 6,880.57 ",11/17/2018,10/31/2023,2759,4/25/2023,Withdrawal,"2,455.19","4,425.38",92,2759,"13,397.42",Auto,411.00%,12,10/16/2020,Approved,2759,Visa,"2,644.35","2,512.18",125.61,8/22/2023,9/24/2023,467,2759,10/6/2023,Praise,Resolved,8/12/2023,1
2760,Thomas,Jones,67,Male,Address_2760,Austin,19458797613,thomas.jones@kag.com,Savings," 7,194.15 ",7/22/2021,11/9/2023,2760,10/22/2023,Deposit,"2,775.16","9,969.31",54,2760,"18,010.98",Mortgage,295.00%,36,2/20/2021,Rejected,2760,AMEX,"4,800.73","2,116.88",105.84,8/18/2023,8/29/2023,2675,2760,11/19/2023,Praise,Resolved,6/15/2023,1
2761,David,Hernandez,45,Other,Address_2761,Detroit,19458797614,david.hernandez@kag.com,Current," 6,546.37 ",7/25/2014,12/15/2023,2761,4/14/2023,Transfer,278.79,"6,267.58",87,2761,"15,240.00",Auto,686.00%,48,4/7/2021,Rejected,2761,Visa,"4,846.91","2,436.49",121.82,6/8/2023,12/8/2023,8174,2761,1/13/2023,Praise,Resolved,10/21/2023,1
2762,Kenneth,Anderson,27,Female,Address_2762,Las Vegas,19458797615,kenneth.anderson@kag.com,Current," 4,381.59 ",8/19/2014,3/1/2023,2762,2/17/2023,Withdrawal,"2,637.30","7,018.89",67,2762,"5,297.71",Auto,921.00%,36,4/29/2022,Closed,2762,Visa,"2,107.43",708.36,35.42,7/28/2023,5/7/2023,6753,2762,10/15/2023,Suggestion,Resolved,6/18/2023,1
2763,James,Williams,31,Female,Address_2763,San Jose,19458797616,james.williams@kag.com,Current," 8,862.60 ",8/3/2001,12/3/2023,2763,3/21/2023,Transfer,"1,685.64","7,176.96",24,2763,"19,939.89",Personal,978.00%,12,11/22/2020,Rejected,2763,MasterCard,"9,505.98",985.78,49.29,3/29/2023,3/24/2023,5355,2763,3/10/2023,Praise,Pending,1/10/2023,1
2764,Mary,Jones,69,Male,Address_2764,Albuquerque,19458797617,mary.jones@kag.com,Savings," 7,738.36 ",2/24/2016,9/3/2023,2764,1/27/2023,Deposit,"3,254.73","4,483.63",66,2764,"27,146.95",Mortgage,533.00%,48,4/6/2021,Closed,2764,Visa,"4,264.62","2,502.94",125.15,4/12/2023,3/24/2023,1727,2764,2/7/2023,Complaint,Pending,5/15/2023,1
2765,Deborah,Thompson,46,Male,Address_2765,Atlanta,19458797618,deborah.thompson@kag.com,Savings," 5,466.00 ",6/23/2003,10/26/2023,2765,9/29/2023,Transfer,"3,221.69","8,687.69",18,2765,"33,112.95",Personal,483.00%,12,12/12/2022,Closed,2765,MasterCard,"6,753.36","4,840.93",242.05,8/18/2023,5/14/2023,8458,2765,2/17/2023,Complaint,Resolved,3/20/2023,1
2766,Mark,Torres,28,Female,Address_2766,Houston,19458797619,mark.torres@kag.com,Current, 125.37 ,6/14/2015,8/2/2023,2766,8/21/2023,Deposit,"3,559.38","3,684.75",96,2766,"21,420.10",Personal,414.00%,48,3/13/2021,Rejected,2766,AMEX,"6,437.55","4,723.33",236.17,1/27/2023,4/15/2023,6547,2766,9/1/2023,Praise,Resolved,5/19/2023,1
2767,Steven,Rodriguez,67,Female,Address_2767,San Jose,19458797620,steven.rodriguez@kag.com,Current," 2,311.40 ",7/9/2018,3/23/2023,2767,9/11/2023,Deposit,"2,001.76","4,313.16",48,2767,"49,185.14",Mortgage,829.00%,24,8/18/2021,Closed,2767,AMEX,"3,132.69",469.97,23.5,3/31/2023,2/27/2023,6176,2767,4/6/2023,Suggestion,Pending,7/11/2023,1
2768,Elizabeth,Anderson,44,Male,Address_2768,Dallas,19458797621,elizabeth.anderson@kag.com,Current," 5,137.37 ",11/14/2019,12/13/2023,2768,12/31/2023,Deposit,532.89,"5,670.26",46,2768,"31,666.05",Auto,330.00%,12,7/13/2022,Rejected,2768,AMEX,"6,150.24","2,913.49",145.67,10/24/2023,4/3/2023,3589,2768,8/12/2023,Praise,Pending,2/12/2023,1
2769,Stephanie,Williams,61,Male,Address_2769,Fresno,19458797622,stephanie.williams@kag.com,Current," 8,999.40 ",12/2/2013,3/5/2023,2769,12/13/2023,Deposit,"2,201.37","6,798.03",48,2769,"44,442.64",Personal,562.00%,12,8/22/2020,Approved,2769,AMEX,"3,306.96","3,101.38",155.07,10/26/2023,5/7/2023,6766,2769,7/10/2023,Praise,Pending,12/5/2023,1
2770,Michelle,Lewis,34,Female,Address_2770,Atlanta,19458797623,michelle.lewis@kag.com,Savings," 6,323.35 ",1/25/2004,9/15/2023,2770,5/17/2023,Deposit,"2,765.41","9,088.76",62,2770,"45,883.40",Auto,411.00%,24,2/15/2020,Closed,2770,AMEX,"3,572.69","3,179.66",158.98,5/31/2023,10/15/2023,4719,2770,1/23/2023,Praise,Pending,6/9/2023,1
2771,Charles,Garcia,20,Female,Address_2771,San Antonio,19458797624,charles.garcia@kag.com,Current," 4,236.84 ",3/16/2009,9/14/2023,2771,6/2/2023,Deposit,134,"4,102.84",94,2771,"41,248.57",Auto,888.00%,60,8/24/2021,Rejected,2771,MasterCard,"5,954.48","3,210.26",160.51,9/8/2023,2/6/2023,8031,2771,1/12/2023,Complaint,Resolved,3/13/2023,-1
2772,Betty,Taylor,48,Other,Address_2772,New York,19458797625,betty.taylor@kag.com,Current, 574.33 ,7/19/2003,4/28/2023,2772,12/10/2023,Withdrawal,"2,741.34","-2,167.01",27,2772,"14,229.29",Personal,354.00%,24,12/9/2021,Approved,2772,AMEX,"5,111.45",307.32,15.37,1/19/2023,5/15/2023,6771,2772,5/4/2023,Suggestion,Resolved,2/20/2023,1
2773,William,Sanchez,38,Other,Address_2773,Fort Worth,19458797626,william.sanchez@kag.com,Current," 6,013.07 ",12/31/2005,11/16/2023,2773,2/27/2023,Deposit,"2,002.39","4,010.68",62,2773,"22,132.58",Auto,718.00%,24,8/28/2021,Closed,2773,Visa,"4,809.53","2,536.42",126.82,8/1/2023,6/6/2023,6232,2773,1/21/2023,Praise,Pending,5/10/2023,1
2774,Kimberly,Lee,50,Female,Address_2774,Nashville,19458797627,kimberly.lee@kag.com,Savings," 3,572.45 ",11/1/2019,11/24/2023,2774,8/8/2023,Deposit,"2,397.50","5,969.95",78,2774,"1,018.87",Mortgage,630.00%,36,6/10/2020,Approved,2774,AMEX,"4,539.98",11.29,0.56,4/2/2023,2/9/2023,4816,2774,2/5/2023,Suggestion,Resolved,6/23/2023,1
2775,Linda,Davis,18,Male,Address_2775,Austin,19458797628,linda.davis@kag.com,Savings," 5,420.03 ",1/24/2017,12/7/2023,2775,1/18/2023,Deposit,"1,523.65","3,896.38",65,2775,"23,118.94",Personal,396.00%,36,5/5/2021,Approved,2775,MasterCard,"7,792.16","4,590.27",229.51,7/10/2023,9/3/2023,8344,2775,10/10/2023,Suggestion,Pending,9/12/2023,1
2776,Lisa,Lee,23,Other,Address_2776,Columbus,19458797629,lisa.lee@kag.com,Current," 7,687.77 ",2/2/2022,1/24/2023,2776,3/31/2023,Transfer,"2,465.78","5,221.99",52,2776,"15,393.88",Auto,329.00%,60,1/30/2020,Approved,2776,AMEX,"3,528.17",84.52,4.23,4/20/2023,11/5/2023,1522,2776,10/31/2023,Praise,Resolved,7/23/2023,1
2777,Linda,Hernandez,68,Other,Address_2777,Fresno,19458797630,linda.hernandez@kag.com,Savings," 8,057.03 ",5/3/2008,8/24/2023,2777,11/26/2023,Transfer,"4,410.38","12,467.41",1,2777,"6,482.91",Personal,823.00%,36,9/9/2022,Rejected,2777,AMEX,"3,813.92","3,886.68",194.33,8/19/2023,6/4/2023,4088,2777,5/7/2023,Praise,Pending,11/14/2023,-1
2778,Ronald,Nguyen,21,Female,Address_2778,Fresno,19458797631,ronald.nguyen@kag.com,Savings," 8,656.35 ",12/9/2008,11/11/2023,2778,6/26/2023,Withdrawal,"3,941.37","4,714.98",50,2778,"42,090.80",Personal,559.00%,60,4/7/2022,Approved,2778,Visa,"6,213.94","1,200.77",60.04,10/30/2023,2/12/2023,6506,2778,7/31/2023,Complaint,Resolved,9/23/2023,1
2779,Joseph,Davis,39,Male,Address_2779,Boston,19458797632,joseph.davis@kag.com,Current," 6,396.86 ",8/12/2015,4/12/2023,2779,2/13/2023,Transfer,"3,084.06","3,312.80",40,2779,"33,998.90",Mortgage,650.00%,24,3/28/2020,Approved,2779,MasterCard,"9,678.79","2,931.95",146.6,6/2/2023,4/19/2023,9044,2779,4/30/2023,Praise,Pending,1/12/2023,1
2780,Thomas,Adams,30,Male,Address_2780,Houston,19458797633,thomas.adams@kag.com,Current," 9,065.62 ",3/14/2016,11/8/2023,2780,7/22/2023,Withdrawal,"3,136.62","12,202.24",72,2780,"49,956.07",Auto,966.00%,36,3/22/2022,Approved,2780,AMEX,"3,619.77","2,257.50",112.88,8/3/2023,5/28/2023,6542,2780,4/15/2023,Complaint,Pending,5/4/2023,1
2781,Daniel,White,61,Female,Address_2781,Detroit,19458797634,daniel.white@kag.com,Savings," 6,937.22 ",2/11/2017,1/5/2023,2781,4/20/2023,Deposit,"4,478.00","11,415.22",17,2781,"25,421.03",Mortgage,458.00%,60,12/11/2022,Approved,2781,MasterCard,"4,744.38","2,719.12",135.96,1/13/2023,10/9/2023,8014,2781,4/25/2023,Praise,Resolved,6/27/2023,1
2782,Nancy,Wright,47,Male,Address_2782,Indianapolis,19458797635,nancy.wright@kag.com,Current," 7,860.75 ",6/25/2018,4/19/2023,2782,7/12/2023,Deposit,"2,403.68","5,457.07",1,2782,"17,204.60",Personal,833.00%,60,6/3/2021,Approved,2782,Visa,"2,155.04","3,006.00",150.3,9/7/2023,3/13/2023,3856,2782,5/22/2023,Suggestion,Resolved,10/19/2023,1
2783,Brian,Wilson,57,Female,Address_2783,Jacksonville,19458797636,brian.wilson@kag.com,Savings," 6,886.27 ",5/25/2001,7/2/2023,2783,12/3/2023,Withdrawal,"2,701.34","4,184.93",78,2783,"13,926.76",Auto,675.00%,36,1/31/2021,Closed,2783,MasterCard,"6,767.32","4,916.18",245.81,7/6/2023,12/31/2023,5925,2783,4/27/2023,Complaint,Pending,2/14/2023,1
2784,Christopher,Wilson,69,Male,Address_2784,Los Angeles,19458797637,christopher.wilson@kag.com,Savings," 8,731.45 ",6/26/2006,4/29/2023,2784,5/8/2023,Withdrawal,"4,302.29","13,033.74",77,2784,"22,332.69",Personal,634.00%,48,7/26/2022,Approved,2784,Visa,"3,260.99","3,907.58",195.38,5/8/2023,9/4/2023,9613,2784,7/3/2023,Suggestion,Pending,6/23/2023,1
2785,Robert,Martinez,43,Female,Address_2785,Sacramento,19458797638,robert.martinez@kag.com,Savings," 2,306.61 ",2/8/2004,10/19/2023,2785,1/10/2023,Withdrawal,"3,776.04","-1,469.43",30,2785,"16,183.74",Auto,149.00%,36,2/26/2022,Closed,2785,AMEX,"5,734.19","4,007.86",200.39,2/7/2023,6/15/2023,7849,2785,6/26/2023,Complaint,Resolved,3/22/2023,1
2786,Emily,Lopez,56,Male,Address_2786,Denver,19458797639,emily.lopez@kag.com,Savings," 7,622.88 ",8/8/2017,11/24/2023,2786,11/15/2023,Deposit,"2,170.98","9,793.86",77,2786,"49,547.17",Mortgage,921.00%,60,4/19/2022,Closed,2786,AMEX,"4,780.55","4,484.03",224.2,5/23/2023,9/4/2023,1138,2786,7/24/2023,Complaint,Pending,6/13/2023,1
2787,Amanda,Nguyen,56,Female,Address_2787,Philadelphia,19458797640,amanda.nguyen@kag.com,Current," 1,259.85 ",1/19/2019,12/16/2023,2787,4/4/2023,Transfer,"1,533.26",-273.41,67,2787,"9,956.90",Personal,306.00%,48,9/22/2022,Closed,2787,Visa,"7,982.96","4,554.33",227.72,12/2/2023,5/4/2023,6420,2787,9/28/2023,Praise,Resolved,6/19/2023,1
2788,James,Baker,24,Female,Address_2788,Denver,19458797641,james.baker@kag.com,Current," 1,010.74 ",8/1/2020,7/2/2023,2788,10/29/2023,Deposit,"2,593.92","3,604.66",22,2788,"1,937.36",Auto,526.00%,36,8/21/2021,Approved,2788,MasterCard,"8,496.03","4,266.05",213.3,10/26/2023,11/10/2023,6982,2788,5/18/2023,Suggestion,Pending,12/18/2023,-1
2789,Daniel,Rivera,31,Male,Address_2789,San Diego,19458797642,daniel.rivera@kag.com,Current," 4,967.06 ",5/5/2002,5/18/2023,2789,8/13/2023,Withdrawal,611.85,"5,578.91",35,2789,"7,369.98",Mortgage,777.00%,24,3/27/2022,Approved,2789,MasterCard,"7,636.83","3,747.67",187.38,9/11/2023,6/7/2023,209,2789,1/15/2023,Praise,Resolved,3/29/2023,1
2790,Paul,King,43,Female,Address_2790,Columbus,19458797643,paul.king@kag.com,Current," 3,072.35 ",5/4/2005,3/26/2023,2790,9/15/2023,Deposit,"3,405.39",-333.04,56,2790,"44,685.08",Mortgage,570.00%,12,7/12/2020,Approved,2790,AMEX,"5,053.13",3.65,0.18,10/28/2023,2/1/2023,1233,2790,9/19/2023,Suggestion,Pending,12/7/2023,1
2791,Linda,Green,35,Other,Address_2791,Jacksonville,19458797644,linda.green@kag.com,Savings," 5,677.25 ",1/10/2011,6/23/2023,2791,8/12/2023,Deposit,"2,327.59","8,004.84",14,2791,"35,002.04",Personal,104.00%,36,4/17/2021,Closed,2791,AMEX,"4,734.82","3,008.05",150.4,4/25/2023,7/3/2023,7040,2791,1/19/2023,Complaint,Resolved,12/18/2023,1
2792,Richard,Martinez,68,Male,Address_2792,Chicago,19458797645,richard.martinez@kag.com,Savings," 6,809.57 ",1/29/2009,2/21/2023,2792,9/16/2023,Deposit,"2,978.99","9,788.56",45,2792,"39,414.64",Mortgage,954.00%,36,6/27/2020,Approved,2792,MasterCard,"4,711.23",330.74,16.54,2/1/2023,5/18/2023,7638,2792,11/28/2023,Suggestion,Resolved,2/23/2023,1
2793,Linda,Taylor,41,Female,Address_2793,Kansas City,19458797646,linda.taylor@kag.com,Savings," 2,342.97 ",12/27/2000,8/14/2023,2793,2/5/2023,Transfer,"4,232.53","-1,889.56",86,2793,"16,703.11",Auto,118.00%,12,7/19/2021,Rejected,2793,AMEX,"5,514.70",61.67,3.08,10/20/2023,12/21/2023,4415,2793,9/25/2023,Suggestion,Resolved,1/15/2023,1
2794,Daniel,Taylor,69,Male,Address_2794,Memphis,19458797647,daniel.taylor@kag.com,Savings," 7,029.27 ",12/8/2014,8/14/2023,2794,9/18/2023,Transfer,"1,788.04","5,241.23",33,2794,"31,512.47",Personal,181.00%,48,10/16/2022,Rejected,2794,MasterCard,"6,570.47",101.14,5.06,3/14/2023,2/19/2023,3859,2794,3/29/2023,Suggestion,Resolved,6/8/2023,-1
2795,Kevin,Williams,68,Male,Address_2795,Charlotte,19458797648,kevin.williams@kag.com,Current," 9,955.05 ",10/12/2012,5/12/2023,2795,10/3/2023,Deposit,"2,490.87","12,445.92",12,2795,"35,687.03",Personal,302.00%,12,9/30/2022,Closed,2795,AMEX,"3,917.19","4,671.36",233.57,10/16/2023,8/9/2023,7739,2795,6/12/2023,Suggestion,Resolved,1/19/2023,1
2796,James,Walker,42,Female,Address_2796,El Paso,19458797649,james.walker@kag.com,Savings," 7,623.55 ",2/15/2009,7/3/2023,2796,9/16/2023,Deposit,"2,782.90","10,406.45",24,2796,"16,994.39",Auto,639.00%,48,12/28/2021,Rejected,2796,Visa,"7,588.32","1,434.01",71.7,2/23/2023,10/20/2023,8574,2796,7/9/2023,Suggestion,Resolved,7/21/2023,1
2797,Brian,Smith,67,Other,Address_2797,El Paso,19458797650,brian.smith@kag.com,Savings," 1,820.49 ",1/14/2012,9/24/2023,2797,9/16/2023,Withdrawal,"1,408.07",412.42,69,2797,"36,501.86",Mortgage,974.00%,60,11/15/2022,Rejected,2797,MasterCard,"9,156.88","2,846.75",142.34,10/7/2023,2/16/2023,6571,2797,6/19/2023,Suggestion,Resolved,3/14/2023,1
2798,Nancy,Lopez,49,Male,Address_2798,Seattle,19458797651,nancy.lopez@kag.com,Current," 6,373.58 ",11/16/2013,4/15/2023,2798,12/22/2023,Deposit,"1,381.43","7,755.01",57,2798,"31,853.28",Auto,930.00%,48,4/25/2022,Approved,2798,Visa,"1,608.95",952.21,47.61,1/1/2023,6/13/2023,8853,2798,8/29/2023,Praise,Pending,4/26/2023,1
2799,Andrew,Hill,23,Other,Address_2799,Denver,19458797652,andrew.hill@kag.com,Current, 193.90 ,2/9/2007,6/27/2023,2799,11/22/2023,Transfer,"2,635.85","2,829.75",9,2799,"15,515.52",Auto,686.00%,24,4/19/2021,Rejected,2799,MasterCard,"1,194.75","3,785.36",189.27,3/4/2023,8/30/2023,2089,2799,7/13/2023,Praise,Resolved,3/3/2023,1
2800,Nancy,Brown,33,Other,Address_2800,Louisville,19458797653,nancy.brown@kag.com,Savings," 4,750.21 ",12/8/2013,7/8/2023,2800,8/16/2023,Transfer,"1,293.24","6,043.45",2,2800,"3,589.94",Personal,768.00%,12,2/28/2022,Closed,2800,Visa,"7,079.96","4,038.93",201.95,10/15/2023,7/17/2023,3014,2800,9/20/2023,Complaint,Pending,8/13/2023,1
2801,Thomas,Adams,20,Female,Address_2801,Detroit,19458797654,thomas.adams@kag.com,Savings," 5,379.73 ",4/6/2020,5/31/2023,2801,3/29/2023,Deposit,"4,307.40","9,687.13",59,2801,"12,655.38",Personal,741.00%,24,6/25/2020,Approved,2801,Visa,"6,812.99","1,769.31",88.47,6/28/2023,9/3/2023,434,2801,8/8/2023,Complaint,Resolved,10/31/2023,1
2802,Robert,Gonzalez,38,Female,Address_2802,Jacksonville,19458797655,robert.gonzalez@kag.com,Current," 9,726.54 ",11/22/2012,4/23/2023,2802,10/30/2023,Transfer,"4,974.43","14,700.97",95,2802,"31,357.27",Auto,718.00%,24,9/12/2021,Rejected,2802,AMEX,"5,125.39",56.35,2.82,5/18/2023,7/31/2023,9236,2802,9/26/2023,Complaint,Resolved,6/27/2023,1
2803,Sarah,King,49,Male,Address_2803,Houston,19458797656,sarah.king@kag.com,Current," 7,398.33 ",2/18/2011,10/13/2023,2803,4/12/2023,Transfer,"1,062.15","8,460.48",29,2803,"30,352.50",Mortgage,831.00%,12,3/5/2021,Approved,2803,MasterCard,"8,454.12","3,179.34",158.97,1/21/2023,8/26/2023,1195,2803,7/27/2023,Praise,Resolved,12/17/2023,1
2804,Charles,Adams,19,Female,Address_2804,Los Angeles,19458797657,charles.adams@kag.com,Current," 7,089.01 ",12/6/2010,5/3/2023,2804,10/20/2023,Transfer,"2,880.54","4,208.47",93,2804,"25,874.81",Personal,406.00%,48,9/22/2022,Rejected,2804,AMEX,"7,744.84","4,373.00",218.65,1/15/2023,10/10/2023,2632,2804,10/18/2023,Suggestion,Resolved,6/1/2023,1
2805,Michelle,Lee,64,Male,Address_2805,Chicago,19458797658,michelle.lee@kag.com,Savings," 5,370.81 ",2/12/2019,3/29/2023,2805,1/8/2023,Deposit,735.44,"4,635.37",55,2805,"13,322.28",Auto,299.00%,24,5/24/2020,Approved,2805,MasterCard,"9,699.98",637.82,31.89,12/2/2023,6/15/2023,5941,2805,8/29/2023,Suggestion,Pending,11/18/2023,1
2806,Donald,Perez,37,Male,Address_2806,San Antonio,19458797659,donald.perez@kag.com,Savings," 5,180.44 ",1/11/2022,1/25/2023,2806,4/12/2023,Withdrawal,936,"4,244.44",94,2806,"22,782.30",Personal,413.00%,24,5/25/2022,Rejected,2806,Visa,"8,522.65","3,508.61",175.43,2/21/2023,3/1/2023,889,2806,3/19/2023,Praise,Resolved,9/19/2023,1
2807,Melissa,Brown,28,Other,Address_2807,Indianapolis,19458797660,melissa.brown@kag.com,Savings," 9,921.62 ",10/17/2007,1/30/2023,2807,4/23/2023,Transfer,"3,832.19","13,753.81",22,2807,"8,058.14",Mortgage,144.00%,48,8/28/2021,Approved,2807,MasterCard,"1,736.88","1,333.07",66.65,9/22/2023,3/12/2023,5562,2807,4/24/2023,Praise,Resolved,10/16/2023,1
2808,Margaret,Moore,68,Female,Address_2808,Milwaukee,19458797661,margaret.moore@kag.com,Current, 310.55 ,8/22/2004,6/16/2023,2808,7/27/2023,Withdrawal,"1,006.40",-695.85,85,2808,"33,456.76",Personal,970.00%,24,4/13/2021,Closed,2808,AMEX,"4,744.21","2,178.03",108.9,1/4/2023,12/9/2023,5997,2808,5/22/2023,Complaint,Pending,9/7/2023,1
2809,William,Jones,35,Female,Address_2809,Jacksonville,19458797662,william.jones@kag.com,Current," 3,101.74 ",3/14/2020,3/15/2023,2809,12/29/2023,Deposit,"3,747.52",-645.78,49,2809,"43,588.84",Mortgage,766.00%,36,7/7/2020,Rejected,2809,AMEX,"4,208.32","1,668.71",83.44,7/30/2023,6/18/2023,3243,2809,9/14/2023,Complaint,Pending,7/3/2023,1
2810,Joseph,Jackson,28,Male,Address_2810,Denver,19458797663,joseph.jackson@kag.com,Current," 1,424.46 ",5/13/2001,3/14/2023,2810,2/14/2023,Withdrawal,"2,026.10","3,450.56",12,2810,"23,720.61",Mortgage,292.00%,12,12/20/2022,Closed,2810,MasterCard,"8,515.21","4,532.66",226.63,1/28/2023,3/21/2023,1006,2810,1/10/2023,Suggestion,Pending,2/20/2023,1
2811,Christopher,Johnson,52,Other,Address_2811,Louisville,19458797664,christopher.johnson@kag.com,Savings," 3,218.22 ",8/7/2004,4/22/2023,2811,1/10/2023,Withdrawal,"2,402.50",815.72,71,2811,"11,436.88",Auto,330.00%,48,2/17/2020,Rejected,2811,Visa,"3,120.87","1,499.66",74.98,8/6/2023,11/17/2023,4366,2811,6/17/2023,Praise,Resolved,11/19/2023,-1
2812,John,Lopez,53,Female,Address_2812,San Francisco,19458797665,john.lopez@kag.com,Savings," 4,689.84 ",2/17/2020,7/30/2023,2812,12/8/2023,Withdrawal,"1,304.46","3,385.38",89,2812,"41,566.43",Auto,993.00%,36,1/26/2022,Closed,2812,AMEX,"1,989.74","4,798.14",239.91,4/30/2023,6/21/2023,1025,2812,3/19/2023,Suggestion,Resolved,6/10/2023,1
2813,Betty,Taylor,55,Other,Address_2813,Louisville,19458797666,betty.taylor@kag.com,Current," 3,485.13 ",9/5/2000,6/29/2023,2813,8/20/2023,Deposit,"2,749.42",735.71,8,2813,"16,340.89",Mortgage,791.00%,36,3/24/2022,Approved,2813,MasterCard,"1,702.50",576.08,28.8,9/10/2023,1/19/2023,4707,2813,10/21/2023,Suggestion,Pending,1/4/2023,1
